1	0.16584435	1.381770599	1.924435742	1.647382109	1.365239726	0.303365172	1	2
1	0.378444938	-0.130390952	-0.575395172	-0.898118919	-1.01038698	-0.97127039	2	2
1	2.636597645	1.902971144	2.010752943	1.201217403	0.351114177	0.654781475	1	2
1	-1.375891118	0.083369222	0.028233613	-1.467487706	-0.624306915	0.44964347	1	1
1	-0.853028318	0.041473706	0.770396245	-0.739152711	-0.094460549	2.651571982	2	1
1	-0.154324731	0.606911955	1.12604337	1.20575399	2.072797848	-0.107187642	1	2
1	-1.496677716	-1.751612052	-0.612292568	0.165429775	0.975385894	1.251241336	2	1
1	0.376252161	-1.097867637	0.741982223	1.397086654	0.17086426	0.412666183	2	2
1	-0.631437273	-1.284422211	-0.264733165	-0.474572214	-1.016773271	-0.528486424	2	2
1	-1.568214007	0.821582994	-1.560213514	-1.100625333	-0.88624316	-0.339820197	1	1
1	-0.841487316	-0.640203862	-0.460952303	-0.548491793	0.070435449	0.056283373	1	2
1	-0.753940914	-0.702777058	-0.90561529	0.352485884	1.336190073	-0.294737385	2	1
1	1.708201151	0.701535522	1.061810943	1.680503828	2.761833107	2.194168768	2	1
1	-0.549938726	1.116772111	0.114064841	-1.33658645	-2.366584417	-1.99323971	2	2
1	-1.454275462	-0.016775527	-1.034445557	1.255265135	0.987802433	0.457481595	2	1
1	0.024614347	0.49303965	-0.308505311	1.425918999	1.202432973	0.945043619	1	2
1	-0.542665427	-0.253337816	0.51900097	0.639787067	1.460406569	1.319980318	1	2
1	0.106123423	0.383664159	1.058507474	1.19815072	1.212861091	1.26879179	1	2
1	-0.84826119	-0.340865015	-0.223135463	-0.711109612	-1.375341701	-1.96268416	2	2
1	-0.66030675	0.294464658	-1.021357336	-1.140044863	0.650925097	0.898421233	1	1
1	-1.872799409	-1.09334292	-0.810410879	1.658796371	0.699648635	1.299171025	2	1
1	1.001858618	0.343872847	-1.117744756	0.199556498	0.824742157	0.473599622	2	1
1	-1.407066353	-1.046524149	-0.551540838	-0.642187215	-1.626290325	-0.016894495	2	2
1	-0.392567482	-0.405772588	0.775871067	-0.094084207	0.707465089	-1.319036569	2	2
1	-0.286124224	-0.255636313	-0.24816525	-1.028182705	-0.08492669	-0.806764182	1	2
